Temperature,PID_Error,PID_p,PID_i,PID_d,PID_value,Output_PWM
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.70 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.80 ,9,55,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
35.90 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.00 ,9,54,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.10 ,9,53,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.20 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.30 ,9,52,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.40 ,9,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
36.50 ,8,51,0,0,0,20
